Java 8 found at /usr/lib/jvm/java-8-openjdk/jre/bin/java
BBC started
07:11:44.654 [main] INFO de.learnlib.util.Experiment - Starting round 1
07:11:44.661 [main] INFO de.learnlib.util.Experiment - Learning
07:11:57.865 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
07:12:08.755 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 24.813343898959374
07:12:09.179 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 73.44373550490124
07:12:09.636 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.22474167031332
07:12:10.050 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 12.337378611247459
07:12:10.487 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.93032521062352
07:12:10.948 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.801407930628216
07:12:11.363 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44092561010655
07:12:11.750 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 26.63455722747318
07:12:12.162 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.13708546238037
07:12:12.601 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.25150244034124
07:12:13.020 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.74944450080163
07:12:13.412 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.03676007951658
07:12:13.803 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.359909252606286
07:12:14.205 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.47074484728664
07:12:14.598 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.05150581481857
07:12:14.993 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.77528353604701
07:12:15.389 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 33.69291047105595
07:12:15.779 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.984310304518075
07:12:16.173 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.414977786739556
07:12:16.564 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.766182476727607
07:12:16.955 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.229402126530374
07:12:17.351 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.275319243487274
07:12:17.739 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.416991550113153
07:12:18.137 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.10391866817001
07:12:18.532 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.35510863579981
07:12:18.924 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.848560913502354
07:12:19.342 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.59192656085746
07:12:19.734 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.530146406206626
07:12:20.139 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.55853380327848
07:12:20.525 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.270358801080675
07:12:20.913 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.8711209013596
07:12:21.345 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 86.79153360617453
07:12:21.802 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.35142049418711
07:12:22.225 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.796186732732764
07:12:22.698 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.849018668295
07:12:23.142 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.017353006082587
07:12:23.602 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.140626617670506
07:12:24.006 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.42086197746525
07:12:24.418 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.28499365326667
07:12:24.811 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.99115884081229
07:12:25.222 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.2569252446537
07:12:25.627 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.12255498728612
07:12:26.038 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.12657278093195
07:12:26.463 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.99413682459352
07:12:26.882 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.849675044100664
07:12:27.300 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 24.37653603567334
07:12:27.748 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.71491075788519
07:12:28.172 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.039939591133177
07:12:28.612 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.956559769811122
07:12:29.060 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 17.67333180291591
07:12:29.470 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.254297760009365
07:12:29.889 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.59331477338668
07:12:30.300 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.80899705532421
07:12:30.693 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.56491129440833
07:12:31.107 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 19.325710148740896
07:12:31.512 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.9966870100666
07:12:31.917 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.52114294744968
07:12:32.334 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 88.24837874358441
07:12:32.738 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 67.32376876234258
07:12:33.141 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 68.35947973843466
07:12:33.532 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.73767774416733
07:12:33.925 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.41035146836251
07:12:34.327 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.677679157231495
07:12:34.720 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.02807891750503
07:12:35.113 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.89410653381057
07:12:35.505 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 18.64562336923754
07:12:35.898 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.60648372562342
07:12:36.298 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 114.75668766324
07:12:36.770 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.332458231095
07:12:37.179 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.566590934712735
07:12:37.570 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.86871555650927
07:12:37.967 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.22409871993854
07:12:38.362 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.351008877243856
07:12:38.753 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.370483395508415
07:12:39.146 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 27.29428601228946
07:12:39.538 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.26237327611905
07:12:39.954 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.21713071873616
07:12:40.388 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.09450777945894
07:12:40.797 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.86464655267146
07:12:41.282 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.65098680038773
07:12:41.731 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.34071070196022
07:12:42.229 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 26.499663980993446
07:12:42.675 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.899172539352676
07:12:43.104 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 27.228407633107665
07:12:43.504 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.18572234770707
07:12:43.906 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.09859038042462
07:12:44.332 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.198441605545355
07:12:44.778 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.796201675139315
07:12:45.199 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 13.774026336507902
07:12:45.613 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.41289343183935
07:12:46.026 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 26.43708962920583
07:12:46.440 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 27.312384713401997
07:12:46.856 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.89919383485764
07:12:47.308 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.69078858114423
07:12:47.730 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 16.952406623277568
07:12:48.214 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 74.47586992020913
07:12:48.676 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.662702603006764
07:12:49.086 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.70974197777724
07:12:49.483 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 40.81692552658609
07:12:49.893 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.414775451198054
07:12:50.306 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.967237241629576
07:12:50.734 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.428204928499525
07:12:51.134 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 76.51176124904246
07:12:51.534 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.01284176423425
07:12:51.937 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.96240340469211
07:12:52.358 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.816702089180325
07:12:52.755 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.46806931258756
07:12:53.151 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 33.546081057446386
07:12:53.536 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 26.71587266904261
07:12:53.928 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.244876851646254
07:12:54.326 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 69.53027390008054
07:12:54.717 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 27.393215791683602
07:12:55.107 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 19.765398127142404
07:12:55.493 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.536180362520184
07:12:55.882 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.81227131418326
07:12:56.273 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.10271100251754
07:12:56.663 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.70545498047133
07:12:57.061 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.718870160363366
07:12:57.449 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.50917142420795
07:12:57.839 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.19167236780828
07:12:58.230 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.90537217817969
07:12:58.623 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.169643638566086
07:12:59.047 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 86.76703735202277
07:12:59.474 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.64235493979307
07:12:59.923 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.292585360263104
07:13:00.409 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.29517671886833
07:13:00.835 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 19.58081014951651
07:13:01.356 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 33.16457153769554
07:13:01.762 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.94610865783834
07:13:02.175 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.00646496018504
07:13:02.586 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.52296390123776
07:13:03.046 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.75618185659576
07:13:03.494 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.284458557735746
07:13:03.942 [Thread-0] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 27.908562130534747
07:13:03.943 [main] INFO de.learnlib.util.Experiment - bb aa ba ba ab aa ba ab ba ba bb aa aa aa ba
07:13:03.943 [main] INFO de.learnlib.util.Experiment - Starting round 2
07:13:03.943 [main] INFO de.learnlib.util.Experiment - Learning
07:13:13.897 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
07:13:14.551 [Thread-1] DEBUG org.group_mmm.SimulinkGenerationalGeneticAlgorithm - previous population is reused
07:13:14.551 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.187558662351975
07:13:14.551 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.931353002494106
07:13:14.551 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.6670652966732
07:13:14.551 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.292398843923024
07:13:14.551 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.84074471576713
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.697733980587444
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.445841898004005
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 40.01237136052427
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.158260569772864
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44722079794212
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.87274640212635
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.61143843884903
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.89183369661306
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.23032395697754
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 24.813343898959374
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 73.44373550490124
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.22474167031332
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.93032521062352
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.801407930628216
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 61.44092561010655
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 26.63455722747318
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.25150244034124
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.03676007951658
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.359909252606286
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.05150581481857
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.77528353604701
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 33.69291047105595
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.984310304518075
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.414977786739556
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.766182476727607
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.229402126530374
07:13:14.552 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.275319243487274
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.416991550113153
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.10391866817001
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.848560913502354
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.59192656085746
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.530146406206626
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.55853380327848
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.270358801080675
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 49.8711209013596
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 86.79153360617453
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.35142049418711
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.796186732732764
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.849018668295
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.017353006082587
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.140626617670506
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.42086197746525
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.28499365326667
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.99115884081229
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.2569252446537
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.12255498728612
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.12657278093195
07:13:14.553 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.99413682459352
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.849675044100664
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 24.37653603567334
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.71491075788519
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 28.039939591133177
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.956559769811122
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 17.67333180291591
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.254297760009365
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.59331477338668
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.80899705532421
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.56491129440833
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 19.325710148740896
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.9966870100666
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.52114294744968
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 88.24837874358441
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 67.32376876234258
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 68.35947973843466
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 39.73767774416733
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.41035146836251
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.677679157231495
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.02807891750503
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.89410653381057
07:13:14.554 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.60648372562342
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 114.75668766324
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.332458231095
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.566590934712735
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.86871555650927
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.22409871993854
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.351008877243856
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.370483395508415
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 27.29428601228946
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.26237327611905
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 37.21713071873616
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 36.09450777945894
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 25.86464655267146
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.65098680038773
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 26.499663980993446
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.899172539352676
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 27.228407633107665
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.18572234770707
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 57.09859038042462
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.198441605545355
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.796201675139315
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.41289343183935
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 26.43708962920583
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 27.312384713401997
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.89919383485764
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 65.69078858114423
07:13:14.555 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 16.952406623277568
07:13:14.556 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 74.47586992020913
07:13:14.556 [Thread-1] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.662702603006764
